 "bdr" , "w" , "bc" , "trl" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/236430734/id" , "L'art de la paix  : Apprendre à se réconcilier avec soi-même et les autres  / Thich Nhat Hanh  ; traduit de l'anglais par Stéphane Carn / Paris : Pocket , DL 2017" , "Carn, Stéphane (19..-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/261165259/id" , "The miracle of mindfulness  : a manual on meditation  / Thich Nhat Hanh  ; translated by Mobi Ho  ; with eleven drawings by Vo-Dinh Mai/ Revised edition / Boston : Beacon Press" , "Ho, Mobi (19..-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/229692311/id" , "La  terre est ma demeure  : autoportrait d'un artisan de paix  / Thich Nhat Hanh  ; traduit de l'anglais par Stéphanie Chaut / impr. en Espagne" , "Chaut, Stéphanie" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/26243105X/id" , "Les petits cailloux du bonheur  : la méditation au creux de la main  / Thich Nhat Hanh  ; illustrations de Charlotte des Ligneris  ; traduit de l'anglais (États-Unis) par Bénédicte Genot / [Paris] : PKJ" , "Genot, Bénédicte" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/232844437/id" , "Aimer en pleine conscience  / Thich Nhat Hanh  ; traduit de l'anglais par Stéphanie Chaut / impr. en Espagne" , "Chaut, Stéphanie" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/249549484/id" , "La  respiration essentielle  ;  suivi de Notre rendez-vous avec la vie  / Thich Nhat Hanh  ; traduit de l'anglais par Philippe Kerforne / [Paris] : Albin Michel , DL 2020" , "Kerforne, Philippe" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/249548887/id" , "Vivre en pleine conscience  : voir  / Thich Nhat Hanh  ; traduit de l'anglais par Stéphanie Chaut / Paris : Plon , DL 2020" , "Chaut, Stéphanie" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/261169033/id" , "The miracle of being awake  : a manual on meditation for the use of young activists  / by Thich Nhat Hanh  ; translated from the Vietnamese by Mobi Quynh Hoa/ Version abrégée, 2e édition / Kandy : Buddhist Publication Society , 1980" , "Ho, Mobi (19..-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/226105792/id" , "เพชรตัดทำลายมายา  : อรรถาธิบายวัชรเฉทิกปรัชญาปารมิตาสูตร  / โดย ติช นัท ฮันห์  ; สดใส ขันติวรพงศ์ แปล / กรุงเทพฯ : สำนักพิมพ์ศยาม , ๒๕๓๖ [1993]" , "Sotsai Khantiwō̜raphong" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/23699283X/id" , "Le  novice  : la véritable histoire de Kinh Tâm, une incarnation de la compassion au Vietnam  / Thich Nhat Hanh  ; traduit [de l'anglais] par la Communauté du Village des Pruniers / impr. en Slovaquie" , "Village des Pruniers (France)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/261383345/id" , "Thundering silence  : Sutra on knowing the better way to catch a snake  / Thich Nhat Hanh  ; translated from the Vietnamese by Annabel Laity / Berkeley, California : Parallax Press" , "Laity, Annabel (1988-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/262429004/id" , "Dix exercices pour bouger et méditer  : la méditation en pleine conscience pour les enfants  / Thich Nhat Hanh  ; illustrations de Charlotte des Ligneris  ; traduit de l'anglais (États-Unis) par Bénédicte Genot / [Paris] : PKJ." , "Genot, Bénédicte" ,
 "http://purl.bdrc.io/resource/P5636" , "http://www.sudoc.fr/194548538/id" , "L'avènement de la grande perfection naturelle  Volume I,   : ou La merveilleuse guirlande de joyaux des maîtres de la lignée des vidyadaras  / Nyoshul Khenpo Jamyang Dorjé  ; traduit par le Comité de traduction Padmakara / Plazac : Padmakara , DL 2016" , "Association Padmakara (Peyzac-le-Moustier, Dordogne)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/23610182X/id" , "Un prof heureux peut changer le monde  : la pleine conscience à l'école  / Thich Nhat Hanh et Katherine Weare  ; avant propos de Jon Kabat-Zinn  ; traduit de l'anglais par Marianne Coulin / [Paris] : Pocket , DL 2019" , "Coulin, Marianne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/244378886/id" , "Breathe! You are alive  : Sutra on the full awareness of breathing  / Thich Nhat Hanh  ; [translated from the Vietnamese by Annabel Laity] / Berkeley, California : Parallax Press" , "Laity, Annabel (1988-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/257412794/id" , "Nous sommes la Terre  : l'humain au cœur de l'écologie  / Thich Nhat Hanh  ; traduit de l'anglais par Stéphanie Chaut  ; [calligraphies de Thich Nhat Hanh] / Paris : Robert Laffont , DL 2021" , "Chaut, Stéphanie" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/26122686X/id" , "Our appointment with life  : the Buddha's teaching on living in the present  / Thich Nhat Hanh  ; [translated from the Vietnamese by Annabel Laity] / Berkeley, California : Parallax Press" , "Laity, Annabel (1988-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/225301644/id" , "Apaiser l'esprit face à la violence  : la réponse zen au terrorisme  / Thich Nhat Hanh  ; traduit de l'anglais par Jeanne Schut / Paris : J'ai lu , DL 2018" , "Schut, Jeanne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/252326113/id" , "Ce monde est tout ce que nous avons  / Thich Nhât Hanh  ; introduction par Alan Weisman  ; traduit de l'anglais par Annie Richelet / Paris : J'ai lu , DL 2020" , "Richelet, Annie" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/203107500/id" , "La plénitude de l'instant  : vivre en pleine conscience  / Thich Nhat Hanh  ; traduit de l'américain par Marianne Coulin et Christine Charbonneau / [Paris] : Marabout , [2013?]" , "Coulin, Marianne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/254671837/id" , "Méditer en marchant  / Anh-Huong Nguyen &amp; Thich Nhat Hanh  ; [traduit de l'anglais par Tina Calogirou] / Paris : Marabout , DL 2013" , "Calogirou, Tina (19..-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/260566845/id" , "Breathe! You are alive  : Sutra on the full awareness of breathing  / Thich Nhat Hanh  ; [translated from the Vietnamese by Annabel Laity] / London : Rider" , "Laity, Annabel (1988-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/266450814/id" , "La plénitude de l'instant  : [se réconcilier avec soi-même et avec autrui]  / Thich Nhat Hanh  ; [traduction de l'américain par Marianne Couli et Christine Charbonneau] / Vanves : Marabout , DL 2021" , "Coulin, Marianne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/266450814/id" , "La plénitude de l'instant  : [se réconcilier avec soi-même et avec autrui]  / Thich Nhat Hanh  ; [traduction de l'américain par Marianne Couli et Christine Charbonneau] / Vanves : Marabout , DL 2021" , "Charbonneau, Christine (1943-2014)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/261607340/id" , "Prendre soin de l'enfant intérieur  : faire la paix avec soi  / Thich Nhat Hanh  ; traduit de l'anglais par Bénédicte Genot  ; [introduction de Thich Nhat Hanh] / Paris : Robert Laffont , 2021" , "Genot, Bénédicte" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/230980260/id" , "วิถีแห่งบัวบาน  : บทภาวนาเพื่อการบำบัดและการเปลี่ยนแปร  = = the Blooming of a lotus : guided meditation exercises for healing & transformation  / ติช นัท ฮันห์  / by Thich Nhat Hannh  ; สุภาพร พงศ์พฤกษ์ แปล  ; translated by Annabel Laity / กรุงเทพฯ : สำนักพิมพ์ ศยาม , ๒๕๓๙ [1996]" , "Suphāphǭn Phongphrưk (1958-2003)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/230980260/id" , "วิถีแห่งบัวบาน  : บทภาวนาเพื่อการบำบัดและการเปลี่ยนแปร  = = the Blooming of a lotus : guided meditation exercises for healing & transformation  / ติช นัท ฮันห์  / by Thich Nhat Hannh  ; สุภาพร พงศ์พฤกษ์ แปล  ; translated by Annabel Laity / กรุงเทพฯ : สำนักพิมพ์ ศยาม , ๒๕๓๙ [1996]" , "Laity, Annabel (1988-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/237492687/id" , "ปลูกรัก  : วิธีฝึกมองอย่างลึกซึ้งตามคติพุทธศาสนามหายาน  / ติช นัท ฮันห์  ; สดใส ขันติวรพงศ์ แปล/ พิมพ์ครั้งที่สอง [2é ed.] / กรุงเทพฯ : สำนักพิมพ์ศยาม , ๒๕๔๑ [1998]" , "Sotsai Khantiwō̜raphong" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/226820351/id" , "Dix exercices pour bouger et méditer  : la méditation en pleine conscience pour les enfants  / Thich Nhat Hanh  ; illustrations de Charlotte des Ligneris  ; traduit de l'anglais (États-Unis) par Bénédicte Genot / [Paris] : PKJ." , "Genot, Bénédicte" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/230525156/id" , "L'art de vivre  / Thich Nhat Hanh  ; [traduit de l'anglais par Marie-Anne Tattevin  ; préface de sœur Chan Khong] / Paris : Le Courrier du livre" , "Tattevin, Marie-Anne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/237491311/id" , "ทางกลับคือการเดินทางต่อ  / บทละครของ ติช นัท ฮันห์  ; วิศิษฐ์ วังวิญญู, สันติสุข โสภณสิริ แปล/ พิมพ์ครั้งที่ ๓ / กรุงเทพฯ : สำนักพิมพ์ ศยาม , ๒๕๓๙ [1996]" , "Santisuk Sōphonsiri" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/237491311/id" , "ทางกลับคือการเดินทางต่อ  / บทละครของ ติช นัท ฮันห์  ; วิศิษฐ์ วังวิญญู, สันติสุข โสภณสิริ แปล/ พิมพ์ครั้งที่ ๓ / กรุงเทพฯ : สำนักพิมพ์ ศยาม , ๒๕๓๙ [1996]" , "Wisit Wangwinyū" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/265266971/id" , "The miracle of mindfulness  : an introduction to the practice of meditation  / Thich Nhat Hanh  ; traduction : Mobi Ho  ; illustrations : Vo-Dinh Mai / Boston : Beacon Press" , "Ho, Mobi (19..-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/240918258/id" , "Prendre soin de l'enfant intérieur  : faire la paix avec soi  / Thich Nhât Hahn, aut.  ; traduit par Bénédicte Genot  ; lu par Christian Bobet / [Paris] : Univers Poche" , "Genot, Bénédicte" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/129920339/id" , "Hamlet  / William Shakespeare  ; trad. de François-Victor Hugo  ; [préf. par Victor Hugo] / [Paris] : Maxi-livres-Profrance , 1998" , "Hugo, François-Victor (1828-1873)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/203697448/id" , "La  société  I, Mesure pour mesure  / William Shakespeare  ; François-Victor Hugo, traducteur/ [Reproduction en fac-similé] / Paris : RBA France" , "Hugo, François-Victor (1828-1873)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/171255526/id" , "Roméo et Juliette  / Shakespeare  ; traduction de Pierre Jean Jouve et Georges Pitoëff  ; présentation, notes, chronologie et dossier par Caroline Trotot/ Éd. revue, 2013 / [Paris] : Flammarion , DL 2013" , "Pitoëff, Georges (1884-1939)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/171255526/id" , "Roméo et Juliette  / Shakespeare  ; traduction de Pierre Jean Jouve et Georges Pitoëff  ; présentation, notes, chronologie et dossier par Caroline Trotot/ Éd. revue, 2013 / [Paris] : Flammarion , DL 2013" , "Jouve, Pierre Jean (1887-1976)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/204320356/id" , "Hamlet  / traduction de François-Victor Hugo  ; appareil pédagogique et lexique par Marc Stéphan / [Paris] : Magnard , 2017" , "Hugo, François-Victor (1828-1873)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/087427435/id" , "Shakespeare's sonnets  : les 154 poèmes d'amour  / trad. et commentés par Alex P. de Rieux / Paris : Publibook , 2005" , "Rieux, Alex Paul de (19..-....)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/195982797/id" , "Le  songe d'une nuit d'été  / William Shakespeare  ; traduit de l'anglais par François-Victor Hugo/ Nouvelle éd. / Paris : Librio , DL 2016" , "Hugo, François-Victor (1828-1873)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/228874831/id" , "Macbeth, tragédie  / par Shakspeare  ; traduction française par Letourneur.../ Ed. rev. et corr. / Paris : J. Delalain et fils , 1875" , "Le Tourneur, Pierre-Prime-Félicien (1737-1788)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/229541194/id" , "Oeuvres complètes de W. Shakespeare  : Les apocryphes  / Shakespeare William  ; François-Victor Hugo / Paris : Pagnerre , 1866-1867" , "Hugo, François-Victor (1828-1873)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/004466217/id" , "Kong Henrik IV  1-2,   / William Shakespeare  ; gjendiktet av Torstein Bugge Høverstad  ; med etterord av Anne Smidt / Oslo : Aschehoug , 1997" , "Høverstad, Torstein Bugge (1944-....)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/047542675/id" , "King Lear  / [ed. by George Ian Duthie and John Dover Wilson] / Cambridge : University press , 1962" , "Duthie, George Ian" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/047542675/id" , "King Lear  / [ed. by George Ian Duthie and John Dover Wilson] / Cambridge : University press , 1962" , "Wilson, John Dover (1881-1969)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/075823349/id" , "La mégère apprivoisée  / William Shakespeare  ; trad. nouv., Christian Termis / [Marseille] : Via Valeriano , 2002" , "Termis, Christian (1957-....)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/004219368/id" , "Cymbelin  / William Shakespeare  ; gjendiktet av Kristian Smidt  ; med etterord av Tore Rem / Oslo : Aschehoug , 1996" , "Smidt, Kristian (1916-2013)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/161908101/id" , "William Shakespeare's dramatische Werke  Band 15-17, König Heinrich der Sechste  Teil 1-3,   / von William Shakespeare  ; übersetzt von Friedrich Bodenstedt, Ferdinand Freiligrath, Otto Gildemeister, Paul Heyse, Hermann Kurz, Adolf Wilbrandt u.a.  ; ach der Textrevision und unter Mitwirkung von Nicolaus Delius  ; mit Einleitung und Anmerkungen herausgegeben von Friedrich Bodenstedt / Leipzig : F. A. Brockhaus , 1868" , "Wilbrandt, Adolf (1837-1911)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/161908101/id" , "William Shakespeare's dramatische Werke  Band 15-17, König Heinrich der Sechste  Teil 1-3,   / von William Shakespeare  ; übersetzt von Friedrich Bodenstedt, Ferdinand Freiligrath, Otto Gildemeister, Paul Heyse, Hermann Kurz, Adolf Wilbrandt u.a.  ; ach der Textrevision und unter Mitwirkung von Nicolaus Delius  ; mit Einleitung und Anmerkungen herausgegeben von Friedrich Bodenstedt / Leipzig : F. A. Brockhaus , 1868" , "Heyse, Paul (1830-1914)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/161908101/id" , "William Shakespeare's dramatische Werke  Band 15-17, König Heinrich der Sechste  Teil 1-3,   / von William Shakespeare  ; übersetzt von Friedrich Bodenstedt, Ferdinand Freiligrath, Otto Gildemeister, Paul Heyse, Hermann Kurz, Adolf Wilbrandt u.a.  ; ach der Textrevision und unter Mitwirkung von Nicolaus Delius  ; mit Einleitung und Anmerkungen herausgegeben von Friedrich Bodenstedt / Leipzig : F. A. Brockhaus , 1868" , "Freiligrath, Ferdinand (1810-1876)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/161908101/id" , "William Shakespeare's dramatische Werke  Band 15-17, König Heinrich der Sechste  Teil 1-3,   / von William Shakespeare  ; übersetzt von Friedrich Bodenstedt, Ferdinand Freiligrath, Otto Gildemeister, Paul Heyse, Hermann Kurz, Adolf Wilbrandt u.a.  ; ach der Textrevision und unter Mitwirkung von Nicolaus Delius  ; mit Einleitung und Anmerkungen herausgegeben von Friedrich Bodenstedt / Leipzig : F. A. Brockhaus , 1868" , "Bodenstedt, Friedrich (1819-1892)" ,
