"p","prefL","es"
"http://purl.bdrc.io/resource/P6148","rgyal mkhar rtse gdung brgyud/","21"
"http://purl.bdrc.io/resource/P684","rig 'dzin kun bzang rdo rje/","21"
"http://purl.bdrc.io/resource/P7844","shes rab dpal ldan/","21"
"http://purl.bdrc.io/resource/P8690","g.yag ze gter ston gar dbang theg mchog gling pa/","21"
"http://purl.bdrc.io/resource/P8741","'bar bla bkra shis rgya mtsho/","21"
"http://purl.bdrc.io/resource/P8842","mkhan po rig 'dzin rdo rje/","21"
"http://purl.bdrc.io/resource/P0RK1001","slob dpon sangs rgyas gsang ba/","20"
"http://purl.bdrc.io/resource/P0RK1018","tog rtse pa/","20"
"http://purl.bdrc.io/resource/P0RK878","'jam dbyangs rin grags/","20"
"http://purl.bdrc.io/resource/P10416","khyab bdag grub mchog dbang po/","20"
"http://purl.bdrc.io/resource/P1272","mkhan po thub bstan nor bu/","20"
"http://purl.bdrc.io/resource/P1417","go shrI don grub 'od zer/","20"
"http://purl.bdrc.io/resource/P1765","dbal mang chung ba dkon mchog yar 'phel/","20"
"http://purl.bdrc.io/resource/P1966","paN chen rdo rje rgyal mtshan/","20"
"http://purl.bdrc.io/resource/P1CZ1218","lo ts+tsha ba 'jam dbyangs ral gri/","20"
"http://purl.bdrc.io/resource/P1GS60402","zla gsal dbang mo/","20"
"http://purl.bdrc.io/resource/P1GS87735","sangs rgyas ye shes/","20"
"http://purl.bdrc.io/resource/P1KG1429","dpal chen sgrol ma/","20"
"http://purl.bdrc.io/resource/P1KG1461","ngag dbang stobs bcu/","20"
"http://purl.bdrc.io/resource/P1KG1463","blo bzang yon tan/","20"
"http://purl.bdrc.io/resource/P1KG1479","rig 'dzin chos nyid/","20"
"http://purl.bdrc.io/resource/P1KG23628","rta'u phun tshogs dbang 'dus/","20"
"http://purl.bdrc.io/resource/P1KG5847","karma sgrub brgyud nges don snying po/","20"
"http://purl.bdrc.io/resource/P1PD76603","rdo grub 'jigs med 'phrin las 'od zer 02 shes rab me 'bar/","20"
"http://purl.bdrc.io/resource/P2226","nyer brgyad pa rdo rje rgyal po/","20"
"http://purl.bdrc.io/resource/P246","rta tshag 10 ngag dbang dpal ldan chos kyi rgyal mtshan/","20"
"http://purl.bdrc.io/resource/P2504","snyag phu ba bsod nams dbang phyug","20"
"http://purl.bdrc.io/resource/P2535","ngor mkhan chen 33 byams pa nam mkha' bsam grub/","20"
"http://purl.bdrc.io/resource/P2DB5991","gzhan phan 'od zer/","20"
"http://purl.bdrc.io/resource/P344","'on rgyal sras 04 'jigs med ye shes grags pa/","20"
"http://purl.bdrc.io/resource/P3692","mu to rgya mtsho don ldan/","20"
"http://purl.bdrc.io/resource/P3718","ye shes rgyal mtshan/","20"
"http://purl.bdrc.io/resource/P3JT13450","byang chub seng+ge","20"
"http://purl.bdrc.io/resource/P4043","dbus pa rta ye/","20"
"http://purl.bdrc.io/resource/P4248","thar shul dge 'dun chos skyong rgya mtsho/","20"
"http://purl.bdrc.io/resource/P4655","dge bshes grwa pa mngon shes pa/","20"
"http://purl.bdrc.io/resource/P4709","blo bzang don grub/","20"
"http://purl.bdrc.io/resource/P4CZ15585","lo tsA ba chos grags dpal bzang /","20"
"http://purl.bdrc.io/resource/P4CZ16804","lo tsA ba lce bkra shis/","20"
"http://purl.bdrc.io/resource/P4CZ16820","lo tsA ba shAkya bshes gnyen/","20"
"http://purl.bdrc.io/resource/P4PD3051","dkon mchog bsam 'grub/","20"
"http://purl.bdrc.io/resource/P5108","pad+ma bdud 'dul/","20"
"http://purl.bdrc.io/resource/P5720","gsang phu gling stod zhabs drung /","20"
"http://purl.bdrc.io/resource/P5900","a jo rdzong pa mi pham yar 'phel dbang po/","20"
"http://purl.bdrc.io/resource/P6605","blo bzang bstan 'dzin/","20"
"http://purl.bdrc.io/resource/P6839","tshe ring rnam rgyal/","20"
"http://purl.bdrc.io/resource/P6853","mkhyen rab dbang phyug","20"
"http://purl.bdrc.io/resource/P703","khyung sprul pad+ma dbang chen bstan 'dzin 'phrin las/","20"
"http://purl.bdrc.io/resource/P7036","byams pa phrin las yon tan/","20"
"http://purl.bdrc.io/resource/P7438","blo bstan/","20"
"http://purl.bdrc.io/resource/P7470","nam mkha' dbang phyug","20"
"http://purl.bdrc.io/resource/P7506","'dzi sgar 09 'jigs med mi pham bstan pa'i nyi gzhon phrin las kun khyab dpal bzang po'i sde/","20"
"http://purl.bdrc.io/resource/P8678","'jigs med theg mchog","20"
"http://purl.bdrc.io/resource/P8694","sher phreng sprul sku 'jam dbyangs shes rab rgyal mtshan/","20"
"http://purl.bdrc.io/resource/P88","mkhas grub shangs ston/","20"
"http://purl.bdrc.io/resource/P8LS13105","ngor mkhan chen 75 'jam dbyangs bstan pa'i nyi ma/","20"
"http://purl.bdrc.io/resource/P9055","sle zur 'jigs med dbang phyug","20"
"http://purl.bdrc.io/resource/P945","'ba' ra sprul sku rin chen bstan pa'i gsal byed/","20"
"http://purl.bdrc.io/resource/P9513","g.yu khog pa shes bya kun gzigs/","20"
"http://purl.bdrc.io/resource/P9516","tshe rig 'dzin pa o rgyan blo 'phel/","20"
"http://purl.bdrc.io/resource/P9524","jo bo lhun grub bkra shis/","20"
"http://purl.bdrc.io/resource/P9574","ye shes thub bstan/","20"
"http://purl.bdrc.io/resource/P00EGS1017397","byams pa lha btsun grags pa/","19"
"http://purl.bdrc.io/resource/P00KG07596","ngag dbang thub bstan/","19"
"http://purl.bdrc.io/resource/P00KG07602","sman pa 'bum rams pa bstan 'dzin don grub/","19"
"http://purl.bdrc.io/resource/P1297","mkhan chen kun dga' rgyal mtshan/","19"
"http://purl.bdrc.io/resource/P1617","byang sems zla ba rgyal mtshan/","19"
"http://purl.bdrc.io/resource/P1641","dbang mda' gyang sprul don grub rdo rje/","19"
"http://purl.bdrc.io/resource/P167","blo bzang dar rgyas rgya mtsho/","19"
"http://purl.bdrc.io/resource/P1954","'bul sdud sprul sku blo bzang ye shes bstan pa'i rgyal mtshan/","19"
"http://purl.bdrc.io/resource/P1967","'bri gung rab 'byams pa blo gros rgya mtsho/","19"
"http://purl.bdrc.io/resource/P1GS58822","rgya ye blo bzang nyi ma/","19"
"http://purl.bdrc.io/resource/P1KG13021","dpal bzang bstan pa'i rgyal mtshan/","19"
"http://purl.bdrc.io/resource/P1KG1433","mtha' grol rdo rje/","19"
"http://purl.bdrc.io/resource/P1KG1575","ngag dbang chos dpal/","19"
"http://purl.bdrc.io/resource/P1KG407","ye shes dge legs/","19"
"http://purl.bdrc.io/resource/P1KG4300","dge legs dar rgyas/","19"
"http://purl.bdrc.io/resource/P1KG5003","o rgyan bstan 'dzin/","19"
"http://purl.bdrc.io/resource/P1KG6253","rgya bza'i dge bshes 'jam dbyangs grags pa/","19"
"http://purl.bdrc.io/resource/P1KG660","tshul khrims/","19"
"http://purl.bdrc.io/resource/P1PD108088","rdzong sar mkhan phun tshogs rnam rgyal/","19"
"http://purl.bdrc.io/resource/P1PD108247","sprul sku 'chi med/","19"
"http://purl.bdrc.io/resource/P2DB13650","karma rab 'byor/","19"
"http://purl.bdrc.io/resource/P2DB19542","rdo rje dgra 'dul/","19"
"http://purl.bdrc.io/resource/P2JM355","ra skor thub nor/","19"
"http://purl.bdrc.io/resource/P2JM432","phug khang 01 pad+ma rin chen/","19"
"http://purl.bdrc.io/resource/P32","lha rams pa skal bzang rgya mtsho/","19"
"http://purl.bdrc.io/resource/P3532","d+harma rak+shi ta/","19"
"http://purl.bdrc.io/resource/P3695","'jam dbyangs ye shes rdo rje/","19"
"http://purl.bdrc.io/resource/P3CN2946","btsun pa chos legs/","19"
"http://purl.bdrc.io/resource/P3CN710","mkhan po kar mthar/","19"
"http://purl.bdrc.io/resource/P4023","nyan po pa dpal ldan rin chen/","19"
"http://purl.bdrc.io/resource/P4184","se ra byes mkhan po byams pa yon tan/","19"
"http://purl.bdrc.io/resource/P4412","khe shig thang paNDi ta ye shes rgya mtsho/","19"
"http://purl.bdrc.io/resource/P4508","rwa hor sprul sku 'jam dbyangs grub pa'i dbang po/","19"
"http://purl.bdrc.io/resource/P4580","chos rgyal rin chen phun tshogs/","19"
"http://purl.bdrc.io/resource/P4659","dwags po 'jam dpal lhun grub/","19"
"http://purl.bdrc.io/resource/P4784","mkhan chen rgyal mtshan 'od zer/","19"
"http://purl.bdrc.io/resource/P4CZ15141","lo tsA ba zhang zhung /","19"
"http://purl.bdrc.io/resource/P5007","dpon tshang ye shes/","19"
"http://purl.bdrc.io/resource/P5295","yol dge bsnyen rdo rje dbang phyug","19"
"http://purl.bdrc.io/resource/P5956","blo gros rgyal mtshan/","19"
"http://purl.bdrc.io/resource/P6114","sngags smyon blo gsal rgya mtsho/","19"
"http://purl.bdrc.io/resource/P6532","gnyal gyi lo tsA ba mi mnyam bzang po/","19"
"http://purl.bdrc.io/resource/P7483","kun dga' blo gros/","19"
"http://purl.bdrc.io/resource/P7484","gro bo lung grub thob blo bzang lha mchog","19"
"http://purl.bdrc.io/resource/P7731","nyi grags rgyal sras o rgyan bstan 'dzin/","19"
"http://purl.bdrc.io/resource/P8348","tshul khrims nor bu/","19"
"http://purl.bdrc.io/resource/P899","stag lung khri 20 bkra shis dpal grub/","19"
"http://purl.bdrc.io/resource/P9160","lcags zam grub dbon ngag dbang bstan 'dzin phun tshogs/","19"
"http://purl.bdrc.io/resource/P9210","mkhan po thub bstan snying po/","19"
"http://purl.bdrc.io/resource/P985","chos rje kun dga' mchog ldan/","19"
"http://purl.bdrc.io/resource/P00EGS1017620","rlangs dpal gyi seng+ge","18"
"http://purl.bdrc.io/resource/P00EGS1017897","bstan 'dzin/","18"
"http://purl.bdrc.io/resource/P00EGS1017941","chos 'phel/","18"
"http://purl.bdrc.io/resource/P00KG03693","bse tsha rta mgrin rdo rje/","18"
"http://purl.bdrc.io/resource/P00KG07637","re skong mkhas grub/","18"
"http://purl.bdrc.io/resource/P00KG08454","lha mo'i ngag dbang sbyin pa/","18"
"http://purl.bdrc.io/resource/P00KG09758","'dan tshe ring dbang phyug","18"
"http://purl.bdrc.io/resource/P00KG09765","stobs ldan seng+ge","18"
"http://purl.bdrc.io/resource/P1000","gzims khang gong ma 02 bsod nams ye shes dbang po/","18"
"http://purl.bdrc.io/resource/P1001","chos kyi rgya mtsho/","18"
"http://purl.bdrc.io/resource/P10047","tshe rdor/","18"
"http://purl.bdrc.io/resource/P10050","byams pa tshul khrims/","18"
"http://purl.bdrc.io/resource/P10067","sprel nag pa blo bzang rgyal mtshan/","18"
"http://purl.bdrc.io/resource/P1012","sangs rgyas mnyan pa 01 bkra shis dpal 'byor/","18"
"http://purl.bdrc.io/resource/P10292","a rdo dkon mchog rgyal mtshan/","18"
"http://purl.bdrc.io/resource/P10293","bu 'bor bkra shis rgya mtsho/","18"
"http://purl.bdrc.io/resource/P10670","gcan me stag","18"
"http://purl.bdrc.io/resource/P10690","mi nyag gang bsam lhun grub/","18"
"http://purl.bdrc.io/resource/P10715","skal bzang 'phrin las/","18"
"http://purl.bdrc.io/resource/P1111","dpal mo/","18"
"http://purl.bdrc.io/resource/P11MS241","dam chos rgya mtsho/","18"
"http://purl.bdrc.io/resource/P1558","chos rje don grub rin chen/","18"
"http://purl.bdrc.io/resource/P1AT865","dpal mgon 'phags pa klu sgrub/","18"
"http://purl.bdrc.io/resource/P1CZ1005","sgam po chos kyi rgyal mtshan/","18"
"http://purl.bdrc.io/resource/P1CZ2433","ye shes rgya mtsho/","18"
"http://purl.bdrc.io/resource/P1CZ852","rin chen mtsho/","18"
"http://purl.bdrc.io/resource/P1GS45958","zla ba/","18"
"http://purl.bdrc.io/resource/P1GS58445","'brog bsam gtan/","18"
"http://purl.bdrc.io/resource/P1GS66374","rgyal rong pa brag bar dpal ldan/","18"
"http://purl.bdrc.io/resource/P1KG12915","lu gu thar/","18"
"http://purl.bdrc.io/resource/P1KG1351","blo bzang bkra shis/","18"
"http://purl.bdrc.io/resource/P1KG14000","blo bzang rnam rgyal/","18"
"http://purl.bdrc.io/resource/P1KG14539","gur mgon tshe ring /","18"
"http://purl.bdrc.io/resource/P1KG15222","shes rab/","18"
"http://purl.bdrc.io/resource/P1KG15263","rin chen rgyal mtshan/","18"
"http://purl.bdrc.io/resource/P1KG15271","ri khrod pa blo bzang mkhyen rab/","18"
"http://purl.bdrc.io/resource/P1KG15375","thub bstan yon tan bzang po/","18"
"http://purl.bdrc.io/resource/P1KG15777","'gyur med 'on 'gyub/","18"
"http://purl.bdrc.io/resource/P1KG1669","thub bstan 'jigs med 'od zer/","18"
"http://purl.bdrc.io/resource/P1KG21094","tshe ring bkra shis/","18"
"http://purl.bdrc.io/resource/P1KG21262","h+phin yus kru'u/","18"
"http://purl.bdrc.io/resource/P1KG23308","sga ston tshul khrims rgyal mtshan/","18"
"http://purl.bdrc.io/resource/P1KG423","bstan 'dzin chos dbyings/","18"
"http://purl.bdrc.io/resource/P1KG4266","bsod nams grags pa/","18"
"http://purl.bdrc.io/resource/P1KG4854","blo bzang chos 'byor/","18"
"http://purl.bdrc.io/resource/P1KG4858","skal bzang don ldan/","18"
"http://purl.bdrc.io/resource/P1KG4939","dga' shar dge bshes blo bzang yar 'phel/","18"
"http://purl.bdrc.io/resource/P1KG4999","blo bzang bsam gtan/","18"
"http://purl.bdrc.io/resource/P1KG5094","rin chen dar lo/","18"
"http://purl.bdrc.io/resource/P1KG517","shes rab rgya mtsho/","18"
"http://purl.bdrc.io/resource/P1KG536","chos 'dzin rgya mtsho/","18"
"http://purl.bdrc.io/resource/P1KG546","o rgyan 'phrin las/","18"
"http://purl.bdrc.io/resource/P1KG5462","'jigs med phun tshogs/","18"
"http://purl.bdrc.io/resource/P1KG5653","dgra 'dul rnam rgyal/","18"
"http://purl.bdrc.io/resource/P1KG5731","shag byang zur pa ngag dbang rgyal mtshan/","18"
"http://purl.bdrc.io/resource/P1KG6118","tshe ring gnam mgon/","18"
"http://purl.bdrc.io/resource/P1KG6121","zhus can dbyi/","18"
"http://purl.bdrc.io/resource/P1KG6123","kra'e go krang /","18"
"http://purl.bdrc.io/resource/P1KG6130","krin ye hro/","18"
"http://purl.bdrc.io/resource/P1KG6133","li can go","18"
"http://purl.bdrc.io/resource/P1KG6166","rin chen skyid/","18"
"http://purl.bdrc.io/resource/P1KG6175","sung hran/","18"
"http://purl.bdrc.io/resource/P1KG6178","lu'u ping chon/","18"
"http://purl.bdrc.io/resource/P1KG6183","wu'u khe chon/","18"
"http://purl.bdrc.io/resource/P1KG666","bstan 'dzin rgya mtsho/","18"
"http://purl.bdrc.io/resource/P1KG863","zhung wun pin/","18"
"http://purl.bdrc.io/resource/P1KG986","lcags lo rgyal sras/","18"
"http://purl.bdrc.io/resource/P1PD100945","karma bde legs/","18"
"http://purl.bdrc.io/resource/P1PD53261","phun tshogs rgyal/","18"
"http://purl.bdrc.io/resource/P1PD53262","bya gzhung dbyangs b+ha/","18"
"http://purl.bdrc.io/resource/P1PD53747","bshad sgrub rgya mtsho/","18"
"http://purl.bdrc.io/resource/P1TLMTGA000234","sman pa 'jigs med dge 'dun/","18"
"http://purl.bdrc.io/resource/P1TLMTGA000328","rdo rje dbang phyug","18"
"http://purl.bdrc.io/resource/P1TLMTGA001335","rigs slob dbu dge dam pa blo bzang rgya mtsho/","18"
"http://purl.bdrc.io/resource/P1TLMTGA001816","dIpaM kar shrIj+nyAn/","18"
"http://purl.bdrc.io/resource/P1TLMTGA002210","gong sa skyabs mgon chen po/","18"
"http://purl.bdrc.io/resource/P1TLMTGA002480","ngor mkhan po dpal ldan don grub/","18"
"http://purl.bdrc.io/resource/P1TLMTGA002596","'jam dbyangs mkhyen brtse dbang phyug","18"
"http://purl.bdrc.io/resource/P1TLMTGA002915","karma pa gsum pa rang byung rdo rje/","18"
"http://purl.bdrc.io/resource/P2139","rong pa shes rab seng+ge","18"
"http://purl.bdrc.io/resource/P2642","'bum rams pa rin chen chos dbang /","18"
"http://purl.bdrc.io/resource/P2AG1","lcags ra sprul sku 06 ngag dbang 'phrin las dpal bzang /","18"
"http://purl.bdrc.io/resource/P2LS242","rdo rje dbang 'phyug","18"
"http://purl.bdrc.io/resource/P2PD20572","skyabs chen/","18"
"http://purl.bdrc.io/resource/P320","byams pa gsung rab/","18"
"http://purl.bdrc.io/resource/P375","rin spungs sa skyong don yod rdo rje/","18"
"http://purl.bdrc.io/resource/P3771","'bras sgo mang dge bshes lha rams pa rnam rgyal skal ldan/","18"
"http://purl.bdrc.io/resource/P3JT13457","byang chung sems dpa' dz+nya na shrI/","18"
"http://purl.bdrc.io/resource/P4063","blo gros rgya mtsho/","18"
"http://purl.bdrc.io/resource/P414","stag tshang blo bzang rab brtan/","18"
"http://purl.bdrc.io/resource/P4144","lha btsun ngo mtshar gzhan phan/","18"
"http://purl.bdrc.io/resource/P4181","se lo tsA ba/","18"
"http://purl.bdrc.io/resource/P4838","nel pa paN+Di ta grags pa smon lam blo gros/","18"
"http://purl.bdrc.io/resource/P4942","bkra shis dbang 'dus/","18"
"http://purl.bdrc.io/resource/P4CZ10522","khe'u brgad yon tan dpal/","18"
"http://purl.bdrc.io/resource/P4CZ15447","slob dpon b+ha bi lha/","18"
"http://purl.bdrc.io/resource/P5256","zhabs drung rin chen 'byor ldan/","18"
"http://purl.bdrc.io/resource/P5631","sngags 'chang stobs ldan dpa' bo/","18"
"http://purl.bdrc.io/resource/P5875","rin chen seng+ge","18"
"http://purl.bdrc.io/resource/P6006","rje dbon pad+ma kun grol rnam rgyal/","18"
"http://purl.bdrc.io/resource/P6007","gyi ling thugs mchog rdo rje/","18"
"http://purl.bdrc.io/resource/P6075","grub dgon skal bzang bdud 'dul rdo rje/","18"
"http://purl.bdrc.io/resource/P6078","zhal shul ngag dbang bstan pa'i rgya mtsho/","18"
"http://purl.bdrc.io/resource/P6094","o rgyan rnam rgyal/","18"
"http://purl.bdrc.io/resource/P6149","rtsis pa kun dga' gsal ba/","18"
"http://purl.bdrc.io/resource/P6275","rdo rje rgyal mtshan/","18"
"http://purl.bdrc.io/resource/P6278","kun dga'","18"
"http://purl.bdrc.io/resource/P6281","tshe ring rdo rje/","18"
"http://purl.bdrc.io/resource/P6322","bstan 'dzin 'od zer/","18"
"http://purl.bdrc.io/resource/P6435","blo gros rgya mtsho/","18"
"http://purl.bdrc.io/resource/P6616","bsam 'grub rgya mtsho/","18"
"http://purl.bdrc.io/resource/P6623","lha mchog rgyal/","18"
"http://purl.bdrc.io/resource/P6631","bla brang sgrol ma skyabs/","18"
"http://purl.bdrc.io/resource/P6939","bde chen gling pa/","18"
"http://purl.bdrc.io/resource/P6943","bzang po grags pa/","18"
"http://purl.bdrc.io/resource/P6948","bu chung /","18"
"http://purl.bdrc.io/resource/P7270","dmar sgom bsod nams blo gros/","18"
"http://purl.bdrc.io/resource/P728","rdo rje brag rig 'dzin 07 thub bstan chos dbang mnyam nyid rdo rje/","18"
"http://purl.bdrc.io/resource/P7310","sangs rgyas rgya mtsho/","18"
"http://purl.bdrc.io/resource/P7334","tshe ring sgrol ma/","18"
"http://purl.bdrc.io/resource/P7399","dge bshes grags pa rgya mtsho/","18"
"http://purl.bdrc.io/resource/P7408","bkra shis don grub/","18"
"http://purl.bdrc.io/resource/P7463","'gu log dam chos dpal bzang /","18"
"http://purl.bdrc.io/resource/P7578","dbang 'dus tshe ring /","18"
"http://purl.bdrc.io/resource/P7590","nges don rgya mtsho/","18"
"http://purl.bdrc.io/resource/P7734","nyi sprul 06 thub bstan 'od gsal nyi ma/","18"
"http://purl.bdrc.io/resource/P7777","byi'u rig 'dzin blo bzang byams pa/","18"
"http://purl.bdrc.io/resource/P7789","jo sras bsod nams dpal/","18"
"http://purl.bdrc.io/resource/P7826","'od gsal rgyal mtshan/","18"
"http://purl.bdrc.io/resource/P7872","dbang stod sprul sku thub bstan nor bu/","18"
"http://purl.bdrc.io/resource/P8050","rtsi ke mchog gling 02 dkon mchog 'gyur med/","18"
"http://purl.bdrc.io/resource/P8083","stag lha rgyal/","18"
"http://purl.bdrc.io/resource/P8097","dbyangs can rol ba'i 'o mtsho/","18"
"http://purl.bdrc.io/resource/P8118","dge bshes blo bzang rdo rje/","18"
"http://purl.bdrc.io/resource/P8122","'brong bu rdo rje rin chen/","18"
"http://purl.bdrc.io/resource/P8319","khri blo gros/","18"
"http://purl.bdrc.io/resource/P8325","stong rwa thub bstan smon lam/","18"
"http://purl.bdrc.io/resource/P8347","kun dga' rgyal mtshan/","18"
"http://purl.bdrc.io/resource/P8373","snying po tshe ring /","18"
"http://purl.bdrc.io/resource/P8377","stobs ldan/","18"
"http://purl.bdrc.io/resource/P8532","dge slong blo bzang bstan 'dzin/","18"
"http://purl.bdrc.io/resource/P8674","ngag dbang mkhyen rab/","18"
"http://purl.bdrc.io/resource/P8758","sde snod 'dzin pa shes rab seng+ge","18"
"http://purl.bdrc.io/resource/P8LS12377","rje btsun shes rab rgya mtsho/","18"
"http://purl.bdrc.io/resource/P8LS15361","rin chen grags pa/","18"
"http://purl.bdrc.io/resource/P8LS66399","gnyos ston tshul khrims rgyal mtshan/","18"
"http://purl.bdrc.io/resource/P9002","rnam rgyal dbang phyug","18"
"http://purl.bdrc.io/resource/P9355","kun bzang rnam rgyal/","18"
"http://purl.bdrc.io/resource/P9369","sangs rgyas rgya mtsho/","18"
"http://purl.bdrc.io/resource/P9473","gnya' rgyal mtshan/","18"
"http://purl.bdrc.io/resource/P9714","'bri tsha dpal ldan rgya mtsho/","18"
"http://purl.bdrc.io/resource/P9755","gnyan/","18"
"http://purl.bdrc.io/resource/P00KG07868","don grub nyi ma/","17"
"http://purl.bdrc.io/resource/P0RK1283","mkhan chen nam mkha' lhun bzang /","17"
"http://purl.bdrc.io/resource/P10267","pad+ma bshes gnyen/","17"
"http://purl.bdrc.io/resource/P107","blo bzang rnam rgyal/","17"
"http://purl.bdrc.io/resource/P1195","lcang rgyab khri chen mkhyen rab yon tan rgya mtsho/","17"
"http://purl.bdrc.io/resource/P1420","dpa' bo 08 gtsug lag chos kyi rgyal po/","17"
"http://purl.bdrc.io/resource/P1452","snye mdo kun dga' don grub/","17"
"http://purl.bdrc.io/resource/P1845","dwags sgom tshul khrims snying po/","17"
"http://purl.bdrc.io/resource/P1856","'ba' rom pa dar ma dbang phyug","17"
"http://purl.bdrc.io/resource/P1KG4775","stong 'khor 06 'jam dpal dge 'dun rgya mtsho/","17"
"http://purl.bdrc.io/resource/P2221","gcung rdo rje grags/","17"
"http://purl.bdrc.io/resource/P2419","ma pham rdo rje/","17"
"http://purl.bdrc.io/resource/P2747","smin gling sga rje rdo rje 'dzin pa shes rab bstan dar/","17"
"http://purl.bdrc.io/resource/P2923","khri 04 legs pa rgyal mtshan/","17"
"http://purl.bdrc.io/resource/P2976","a mchog 02 dkon mchog bstan pa'i rgyal mtshan/","17"
"http://purl.bdrc.io/resource/P2DB13652","mtshan sgrog mkhan po no mon han 03 'jam dpal bstan 'dzin/","17"
"http://purl.bdrc.io/resource/P3205","mkhan chen shes rab rdo rje/","17"
"http://purl.bdrc.io/resource/P3565","theg chen chos rje kun dga' bkra shis/","17"
"http://purl.bdrc.io/resource/P40","g.yung drung rgyal mtshan/","17"
"http://purl.bdrc.io/resource/P4239","lo tsA ba 'bro dge bsnyen shes rab brtsn 'grus/","17"
"http://purl.bdrc.io/resource/P455","khri 14 rin chen 'od zer/","17"
"http://purl.bdrc.io/resource/P467","ban sgar ba 'jam dpal bzang po/","17"
"http://purl.bdrc.io/resource/P4CZ10570","lo tsA ba skyob pa dpal bzang po/","17"
"http://purl.bdrc.io/resource/P4CZ15124","lo tsa ba tho gar dge mdzes/","17"
"http://purl.bdrc.io/resource/P4CZ15225","lo tsA ba khu rnal 'byor/","17"
"http://purl.bdrc.io/resource/P575","'brug rje mkhan po 31 yon tan rgyal mtshan/","17"
"http://purl.bdrc.io/resource/P7031","gzims 'og 03 bstan 'dzin phrin las/","17"
"http://purl.bdrc.io/resource/P707","sprul sku dri med/","17"
"http://purl.bdrc.io/resource/P761","'bum thang dge bshes tshul khrims dpal bzang /","17"
"http://purl.bdrc.io/resource/P7871","rgya bya bral chos kyi grags pa/","17"
"http://purl.bdrc.io/resource/P8432","thub bstan legs bshad chos kyi 'byung gnas/","17"
"http://purl.bdrc.io/resource/P8LS16536","'brug pa bla ma rig grol rgya mtsho/","17"
"http://purl.bdrc.io/resource/P8LS35877","dga' shar mkhan zur dge bshes rta mgrin rgya mtsho/","17"
"http://purl.bdrc.io/resource/P9929","blo bzang 'jam dpal/","17"
"http://purl.bdrc.io/resource/P00EGS1017159","tshe ring chos 'phel/","16"
"http://purl.bdrc.io/resource/P00EGS1017949","rgya ye chos 'phel/","16"
"http://purl.bdrc.io/resource/P00EGS1017970","bsod phun/","16"
"http://purl.bdrc.io/resource/P00KG0217","grags pa rgyal mtshan/","16"
"http://purl.bdrc.io/resource/P0RK192","mkhas pa yon tan khri/","16"
"http://purl.bdrc.io/resource/P10551","byams pa phun tshogs/","16"
"http://purl.bdrc.io/resource/P10585","mtshur phu rgyal tshab 12 grags pa bstan pa yar 'phel/","16"
"http://purl.bdrc.io/resource/P10711","lo tsA ba spong zho gsal ba grags/","16"
"http://purl.bdrc.io/resource/P10721","dbu za rin chen sgron gsal/","16"
"http://purl.bdrc.io/resource/P1746","reb tsha bka' 'gyur dkon mchog dam chos yar 'phel/","16"
"http://purl.bdrc.io/resource/P1815","smin gling khri chen 'gyur med pad+ma dbang rgyal/","16"
"http://purl.bdrc.io/resource/P1KG10638","'jam dbyangs kha che paN+Di ta/","16"
"http://purl.bdrc.io/resource/P1KG14943","ye shes dga' ba/","16"
"http://purl.bdrc.io/resource/P1KG5610","chab tshang 'jam dpal/","16"
"http://purl.bdrc.io/resource/P1KG5614","tshe dbang rnam rgyal/","16"
"http://purl.bdrc.io/resource/P1KG6177","yon tan/","16"
"http://purl.bdrc.io/resource/P1KG867","nor bu dbang ldan/","16"
"http://purl.bdrc.io/resource/P1KG918","an tshe brtan/","16"
"http://purl.bdrc.io/resource/P2256","rin chen tshul khrims/","16"
"http://purl.bdrc.io/resource/P2CZ6658","gyang dmar rin po che/","16"
"http://purl.bdrc.io/resource/P2DB25911","khu re ni'i sngags rams pa ngag dbang tshe ring skyabs/","16"
"http://purl.bdrc.io/resource/P2DB4596","rje ngag dbang rgya mtsho/","16"
"http://purl.bdrc.io/resource/P2DB5975","dkon mchog chos 'phel/","16"
"http://purl.bdrc.io/resource/P3093","ri khrod pa blo gros brtan pa/","16"
"http://purl.bdrc.io/resource/P3473","spyan snga tshul khrims 'bar/","16"
"http://purl.bdrc.io/resource/P3488","gter ston bde ba'i rdo rje/","16"
"http://purl.bdrc.io/resource/P3556","mdzod dge ri khrod dbang po mkhas grub bstan 'dzin/","16"
"http://purl.bdrc.io/resource/P3652","yang kyA lha rams pa blo bzang chos dar/","16"
"http://purl.bdrc.io/resource/P4238","shes rab skyabs/","16"
"http://purl.bdrc.io/resource/P4284","sgra tshad pa rin chen rgyal mtshan/","16"
"http://purl.bdrc.io/resource/P4309","ye shes sems dpa'","16"
"http://purl.bdrc.io/resource/P4335","g.yung drung snying po/","16"
"http://purl.bdrc.io/resource/P4454","gnyags snying po rgyal mtshan/","16"
"http://purl.bdrc.io/resource/P4527","tshul khrims bkra shis/","16"
"http://purl.bdrc.io/resource/P4963","hwa shang ma hA yA na/","16"
"http://purl.bdrc.io/resource/P4CZ10573","lo tsA ba le'u ston rgya nag","16"
"http://purl.bdrc.io/resource/P4CZ15078","lo tsA ba phyug brtsams dbang phyug rgya mtsho/","16"
"http://purl.bdrc.io/resource/P4PD3057","zon thar rgyal/","16"
"http://purl.bdrc.io/resource/P4PD3059","lha dpal tshe ring /","16"
